u,v,key,osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,bridge,access,name,width,junction,tunnel,fid
428214955,4612031737,0,453493822,False,2,tertiary,,False,83.304,"LINESTRING (-8.6247533 41.1618635, -8.6247128 41.1612309, -8.6247092 41.1611151)",,,,Rua de Oliveira Monteiro,,,,1645
428214956,428217470,0,36835972,False,,residential,,True,140.322,"LINESTRING (-8.627823 41.1623574, -8.6277172 41.162341, -8.6261847 41.1620905)",,,,Rua da Graciosa,,,,1646
428214956,126598827,0,"[1174816252, 483715766]",True,2,secondary,,False,131.516,"LINESTRING (-8.627823 41.1623574, -8.6277133 41.162704, -8.627676 41.1628218, -8.6276202 41.162998, -8.6275868 41.1631054, -8.627486 41.163422, -8.6274598 41.1635081)",,,,Avenida da França,,,,1647
428216357,428214901,0,484608231,True,,residential,,False,38.424,"LINESTRING (-8.6395661 41.1573214, -8.639464 41.1576583)",,,,Praça do Conde de Samodães,,,,1648
428216357,1105955007,0,39846874,True,,residential,,False,46.235,"LINESTRING (-8.6395661 41.1573214, -8.6395391 41.1572584, -8.6394573 41.1569833, -8.6394436 41.1569164)",,,,Rua de Coelho Lousada,,,,1649
428216358,428216357,0,484608231,True,,residential,,False,41.895,"LINESTRING (-8.6400586 41.1573882, -8.6395661 41.1573214)",,,,Praça do Conde de Samodães,,,,1650
428216364,1108285814,0,39846855,False,,residential,,False,67.47,"LINESTRING (-8.6410327 41.1564857, -8.6403646 41.1563493, -8.6402549 41.1563269)",,,,Rua de Soares de Passos,,,,1651
428216364,311889487,0,39846855,False,,residential,,True,49.425000000000004,"LINESTRING (-8.6410327 41.1564857, -8.6415256 41.1565845, -8.6416044 41.1565961)",,,,Rua de Soares de Passos,,,,1652
428216364,428216358,0,41379106,True,,residential,,False,133.293,"LINESTRING (-8.6410327 41.1564857, -8.6409549 41.1566514, -8.6408768 41.1567857, -8.6407819 41.1569083, -8.6406903 41.1570012, -8.6405853 41.1571002, -8.6404187 41.157213, -8.6402404 41.1573115, -8.6401098 41.1573666, -8.6400586 41.1573882)",,,,Rua de Júlio Brandão,,,,1653
428216538,311889356,0,36836152,True,,residential,,False,105.587,"LINESTRING (-8.6399596 41.1577332, -8.6411107 41.1579282, -8.6411909 41.1579384)",,,,Rua de Feliciano de Castilho,,,,1654
428216538,428216358,0,484608232,True,,residential,,False,39.248,"LINESTRING (-8.6399596 41.1577332, -8.6399789 41.1576659, -8.6400586 41.1573882)",,,,Praça do Conde de Samodães,,,,1655
428216714,311889366,0,28996911,True,2,tertiary,,False,71.944,"LINESTRING (-8.6372278 41.1562186, -8.6369542 41.156765, -8.6369246 41.156824)",,,,Rua Guerra Junqueiro,,,,1656
428216714,428217022,0,"[30417985, 548351356]",False,,residential,,False,479.87199999999996,"LINESTRING (-8.6372278 41.1562186, -8.6371585 41.1561988, -8.6363055 41.1559552, -8.6361941 41.1559068, -8.6360786 41.1557778, -8.6358778 41.1555533, -8.6349738 41.1545432, -8.6345593 41.1540799, -8.6340686 41.1535316, -8.6340191 41.1535204, -8.6337866 41.1535535, -8.6334461 41.1536162, -8.6332797 41.1536545)",,,,"['Travessa de Santo Amaro', 'Rua João Martins Branco']",,,,1657
428217022,2245001099,0,215080697,False,,living_street,,True,117.61800000000001,"LINESTRING (-8.6332797 41.1536545, -8.6332583 41.1537505, -8.633257 41.153805, -8.6331524 41.1538848, -8.6330424 41.1539009, -8.6330004 41.1539081, -8.6329156 41.1539489, -8.6328894 41.1541325, -8.6328475 41.1541856, -8.6326348 41.1542809, -8.6324462 41.1543715)",,,,Travessa de Santo Amaro,,,,1658
428217022,2244990423,0,548351356,False,,residential,,False,75.03099999999999,"LINESTRING (-8.6332797 41.1536545, -8.6332363 41.1536348, -8.6330547 41.1534484, -8.6330274 41.1534406, -8.6326985 41.1533356, -8.6325522 41.1533045)",,,,Travessa de Santo Amaro,,,,1659
428217022,428216714,0,"[30417985, 548351356]",False,,residential,,True,479.872,"LINESTRING (-8.6332797 41.1536545, -8.6334461 41.1536162, -8.6337866 41.1535535, -8.6340191 41.1535204, -8.6340686 41.1535316, -8.6345593 41.1540799, -8.6349738 41.1545432, -8.6358778 41.1555533, -8.6360786 41.1557778, -8.6361941 41.1559068, -8.6363055 41.1559552, -8.6371585 41.1561988, -8.6372278 41.1562186)",,,,"['Travessa de Santo Amaro', 'Rua João Martins Branco']",,,,1660
428217463,428217470,0,36836248,True,,residential,,False,265.633,"LINESTRING (-8.6256168 41.1601767, -8.6256513 41.1602121, -8.6257091 41.160247, -8.6257793 41.1602749, -8.6259949 41.1603508, -8.6261412 41.1603842, -8.6264569 41.1604583, -8.6265237 41.1604997, -8.6265576 41.1605687, -8.6261847 41.1620905)",,,,Rua do Cónego Ferreira Pinto,,,,1661
428217463,428217482,0,448568816,False,2,residential,50,False,263.189,"LINESTRING (-8.6256168 41.1601767, -8.6258065 41.1601288, -8.625919 41.1600895, -8.6265305 41.1597939, -8.6266866 41.1597341, -8.6267597 41.1597169, -8.6268343 41.1597044, -8.6269495 41.1597006, -8.6270631 41.1597082, -8.6277753 41.159827, -8.6285628 41.1599564)",,,,Rua de Dom António Barroso,,,,1662
428217470,6680293199,0,36835972,False,,residential,,True,83.416,"LINESTRING (-8.6261847 41.1620905, -8.6252097 41.1619357)",,,,Rua da Graciosa,,,,1663
428217470,428214956,0,36835972,False,,residential,,False,140.322,"LINESTRING (-8.6261847 41.1620905, -8.6277172 41.162341, -8.627823 41.1623574)",,,,Rua da Graciosa,,,,1664
428217475,428217463,0,36836250,True,,residential,,False,80.909,"LINESTRING (-8.6246652 41.1600496, -8.6247796 41.1600633, -8.6256168 41.1601767)",,,,Rua de Dom António Barroso,,,,1665
428217475,4612031733,0,453493822,False,2,tertiary,,True,103.475,"LINESTRING (-8.6246652 41.1600496, -8.6246785 41.1604905, -8.6247033 41.1609797)",,,,Rua de Oliveira Monteiro,,,,1666
428217475,126604789,0,610238564,False,2,tertiary,,False,20.108,"LINESTRING (-8.6246652 41.1600496, -8.6246625 41.1599842, -8.6246623 41.1598688)",,,,Rua de Oliveira Monteiro,,,,1667
428217482,4720550785,0,"[219527968, 1164717211]",True,2,secondary,50,False,86.974,"LINESTRING (-8.6285628 41.1599564, -8.6284461 41.1603468, -8.6283921 41.1605439, -8.6283765 41.1605986, -8.6283454 41.1607212)",,,,Avenida da França,,,,1668
428217482,428217463,0,448568816,False,2,residential,50,True,263.189,"LINESTRING (-8.6285628 41.1599564, -8.6277753 41.159827, -8.6270631 41.1597082, -8.6269495 41.1597006, -8.6268343 41.1597044, -8.6267597 41.1597169, -8.6266866 41.1597341, -8.6265305 41.1597939, -8.625919 41.1600895, -8.6258065 41.1601288, -8.6256168 41.1601767)",,,,Rua de Dom António Barroso,,,,1669
428217533,129953505,0,30417990,True,,residential,,False,339.65099999999995,"LINESTRING (-8.6202759 41.1592408, -8.6202078 41.1591518, -8.6201295 41.1590512, -8.6199168 41.1586397, -8.6198664 41.1585222, -8.619834 41.1583973, -8.6197807 41.1581274, -8.6197182 41.1578234, -8.6195714 41.1572911, -8.6194617 41.1568581, -8.6194046 41.1566561, -8.6193444 41.1563673, -8.6193259 41.1562894)",,,,Rua do Barão de Forrester,,,,1670
428217533,428217540,0,36836258,True,,residential,,False,272.817,"LINESTRING (-8.6202759 41.1592408, -8.6203914 41.159199, -8.6206646 41.159099, -8.6210112 41.1589789, -8.6211547 41.1589411, -8.6213063 41.1589063, -8.6215082 41.1588775, -8.6217061 41.158864, -8.6218258 41.1588648, -8.6219451 41.1588705, -8.6220576 41.1588843, -8.6221658 41.1588996, -8.6222618 41.1589194, -8.6223883 41.1589467, -8.6225099 41.1589843, -8.6226501 41.1590371, -8.6227862 41.159096, -8.6228951 41.1591529, -8.6229959 41.1592128, -8.6231223 41.1593029, -8.6232224 41.1593929)",,,,Rua da Infanta Dona Maria,,,,1671
428217540,137981937,0,"[14333264, 37956817, 37956823]",False,,residential,,"[False, True]",99.07700000000001,"LINESTRING (-8.6232224 41.1593929, -8.6233004 41.1593561, -8.6235648 41.159269, -8.6237158 41.1592175, -8.6241824 41.1590639, -8.6242079 41.1590555, -8.6243035 41.1590335)",,yes,,Rua Paula Vicente,,,,1672
428217540,2455291504,0,"[1044731059, 706644342]",True,,residential,,False,139.809,"LINESTRING (-8.6232224 41.1593929, -8.6231593 41.1594567, -8.6224235 41.1602408, -8.6223058 41.1603406, -8.6222812 41.1603599, -8.6222585 41.1603724, -8.6222135 41.1603856)",,,,Rua Paula Vicente,,,,1673
428670442,428670448,0,36869474,False,,residential,,False,33.843,"LINESTRING (-8.6074543 41.1709921, -8.6070512 41.1710158)",,,,Rua da Via Sacra,,,,1674
428670442,416007724,0,36824722,True,,living_street,,False,118.64500000000001,"LINESTRING (-8.6074543 41.1709921, -8.6074572 41.1708865, -8.607473 41.1707242, -8.6075964 41.1705271, -8.6076657 41.1702713, -8.6076809 41.1702451, -8.6077067 41.1702162, -8.6077809 41.1701509, -8.6079482 41.1700362)",,,,Travessa da Via Sacra,,,,1675
428670442,504782500,0,36869474,False,,residential,,True,72.654,"LINESTRING (-8.6074543 41.1709921, -8.6076604 41.1709857, -8.6077343 41.1710111, -8.6083136 41.171039)",,,,Rua da Via Sacra,,,,1676
428670445,504782500,0,36869474,False,,residential,,False,19.616,"LINESTRING (-8.6085458 41.1710151, -8.6083136 41.171039)",,,,Rua da Via Sacra,,,,1677
428670445,416007714,0,30912878,True,,residential,,False,226.578,"LINESTRING (-8.6085458 41.1710151, -8.6086289 41.1712446, -8.6089122 41.1719036, -8.6092974 41.1729093, -8.6093197 41.1729674)",,,,Rua de Carlos da Maia,,,,1678
428670446,428670445,0,30912878,True,,residential,,False,39.689,"LINESTRING (-8.6083954 41.1706766, -8.6085458 41.1710151)",,,,Rua de Carlos da Maia,,,,1679
428670446,4452315761,0,36869473,True,,residential,,False,26.973,"LINESTRING (-8.6083954 41.1706766, -8.6086792 41.1705617)",,,,Rua de Carvalho Araújo,,,,1680
428670448,428670442,0,36869474,False,,residential,,True,33.843,"LINESTRING (-8.6070512 41.1710158, -8.6074543 41.1709921)",,,,Rua da Via Sacra,,,,1681
429378633,2181385006,0,207895271,True,,residential,,False,65.89099999999999,"LINESTRING (-8.6449399 41.1778883, -8.6450489 41.177823, -8.6451762 41.177746, -8.6452641 41.1776929, -8.6453758 41.1776237, -8.6454731 41.1775798, -8.6455858 41.1775676)",,,,Rua António Saldanha,,,,1682
429378660,3149004923,0,309557719,False,,residential,,False,74.425,"LINESTRING (-8.6424951 41.1763901, -8.642479 41.17577, -8.6425048 41.1757249)",,,,Rua Pirmin Treku,,,,1683
429378660,429378661,0,453834038,False,,residential,,False,42.619,"LINESTRING (-8.6424951 41.1763901, -8.6425856 41.1763648, -8.6429142 41.1763255, -8.642961 41.1763743)",,,,Rua Central do Viso,,,,1684
429378660,257735090,0,"[36921608, 453834038]",False,,residential,,True,162.64,"LINESTRING (-8.6424951 41.1763901, -8.6420511 41.1762621, -8.641829 41.1765065, -8.641727 41.1765577, -8.6414186 41.1765855, -8.6413472 41.1766194, -8.6410779 41.1769862)",,,,"['Rua José da Silva Passos', 'Rua Central do Viso']",,,,1685
429378660,429378663,0,"[1001064321, 36921609]",False,,residential,,False,74.405,"LINESTRING (-8.6424951 41.1763901, -8.6422741 41.1767706, -8.6421839 41.1769259, -8.6420909 41.176973)",,,,Rua António Correia da Silva,,,,1686
429378661,429378660,0,453834038,False,,residential,,True,42.619,"LINESTRING (-8.642961 41.1763743, -8.6429142 41.1763255, -8.6425856 41.1763648, -8.6424951 41.1763901)",,,,Rua Central do Viso,,,,1687
429378663,429378660,0,"[36921609, 1001064321]",False,,residential,,True,74.405,"LINESTRING (-8.6420909 41.176973, -8.6421839 41.1769259, -8.6422741 41.1767706, -8.6424951 41.1763901)",,,,Rua António Correia da Silva,,,,1688
429378663,429378663,0,172963179,True,,residential,,False,49.48900000000001,"LINESTRING (-8.6420909 41.176973, -8.6420788 41.1769527, -8.6420589 41.1769362, -8.6420333 41.1769251, -8.6420043 41.1769205, -8.6419749 41.1769229, -8.6419479 41.176932, -8.641926 41.176947, -8.6419113 41.1769663, -8.6419052 41.1769881, -8.6419084 41.1770102, -8.6419223 41.1770326, -8.6419456 41.17705, -8.6419754 41.1770604, -8.6420081 41.1770625, -8.6420398 41.177056, -8.6420666 41.1770418, -8.6420854 41.1770215, -8.6420938 41.1769976, -8.6420909 41.176973)",,,,Rua António Correia da Silva,,,,1689
429380546,1225943156,0,23786728,False,2,secondary,,False,40.063,"LINESTRING (-8.6398664 41.1729808, -8.6399511 41.17299, -8.6400128 41.1729839, -8.6400468 41.1729755, -8.6403091 41.1728738)",,,,Rua Dom João Coutinho,,,,1690
429380546,6241785581,0,36921784,False,,residential,,False,123.556,"LINESTRING (-8.6398664 41.1729808, -8.6399518 41.1730395, -8.6400169 41.1731035, -8.640343 41.1735033, -8.6406248 41.1739276)",,,,Rua de Ramalde do Meio,,,,1691
429380546,6241785567,0,666659116,False,2,secondary,,True,95.53899999999999,"LINESTRING (-8.6398664 41.1729808, -8.63976 41.1729678, -8.6396715 41.1729698, -8.6395717 41.1729896, -8.6393575 41.1730464, -8.6392597 41.1730671, -8.6391619 41.1730855, -8.6390373 41.173104, -8.638919 41.173114, -8.6387531 41.1731234)",,,,Rua Padre Diamantino Gomes,,,,1692
429380546,257735105,0,666659117,True,1,residential,,False,261.163,"LINESTRING (-8.6398664 41.1729808, -8.6397895 41.1729037, -8.6397418 41.1728371, -8.6397334 41.1728225, -8.6396795 41.1727284, -8.6395561 41.1725353, -8.6395054 41.1724461, -8.6393451 41.1721242, -8.6392665 41.1719665, -8.6391214 41.1716287, -8.6390529 41.1715104, -8.6389802 41.1714223, -8.638909 41.1713504, -8.638849 41.1712776, -8.6384923 41.1708899)",,,,Rua Central de Francos,,,,1693
429380558,429380581,0,36921790,True,1,secondary_link,,False,44.42699999999999,"LINESTRING (-8.6438124 41.1701386, -8.643774 41.1701745, -8.6437294 41.1702034, -8.6435992 41.1702879, -8.643381 41.1703609)",,,,,,,,1694
429380558,497871041,0,"[36921787, 36921788, 1019725094]",False,2,secondary,,False,196.643,"LINESTRING (-8.6438124 41.1701386, -8.6438175 41.1700836, -8.6438234 41.1699996, -8.6438273 41.169809, -8.6438409 41.1697431, -8.6438606 41.1696748, -8.6439286 41.1695504, -8.6441003 41.169375, -8.6443312 41.1692008, -8.6446936 41.1689564, -8.6450298 41.1687335)",,,,Rua de Manuel Pinto de Azevedo,,,yes,1695
429380558,422547977,0,1019725094,False,2,secondary,,True,26.416,"LINESTRING (-8.6438124 41.1701386, -8.643821 41.170226, -8.6438404 41.1703019, -8.6438713 41.1703707)",,,,Rua de Manuel Pinto de Azevedo,,,,1696
429380574,497871763,0,36922143,False,,tertiary,,True,172.84599999999995,"LINESTRING (-8.6463077 41.1681744, -8.6463882 41.1681909, -8.6464463 41.1682082, -8.647325 41.1684632, -8.6474783 41.1685106, -8.6475083 41.1685199, -8.6475654 41.1685273, -8.6476166 41.1685284, -8.6478103 41.1685207, -8.6480498 41.1685087, -8.6481395 41.1685103, -8.6482831 41.1685311)",,,,Rua da Igreja de Ramalde,,,,1697
429380574,497690673,0,40893747,False,,tertiary,,False,29.554000000000002,"LINESTRING (-8.6463077 41.1681744, -8.6462559 41.168109, -8.6461148 41.1679519)",,,,Rua Direita de Francos,,,,1698
429380574,497870961,0,448850574,False,2,tertiary,,True,71.49799999999999,"LINESTRING (-8.6463077 41.1681744, -8.6456287 41.1684234, -8.6455404 41.1684569)",,,,Rua de Manuel Pinto de Azevedo,,,,1699
429380581,422547977,0,36921789,True,2,secondary_link,,False,41.284000000000006,"LINESTRING (-8.643381 41.1703609, -8.6434886 41.1703745, -8.6436244 41.1703794, -8.6437204 41.1703834, -8.6438005 41.1703794, -8.6438713 41.1703707)",,,,,,,,1700
429380581,2181328497,0,36921791,False,3,secondary,,False,47.188,"LINESTRING (-8.643381 41.1703609, -8.6430377 41.1703618, -8.6429076 41.1703547, -8.6428184 41.1703456)",,,,Rua Engenheiro Ferreira Dias,,,,1701
429380593,11066953404,0,1192089881,False,,tertiary,,False,5.406,"LINESTRING (-8.6487132 41.1686048, -8.6486502 41.1685941)",,,,Rua da Igreja de Ramalde,,,,1702
429380593,497871637,0,167487327,True,1,tertiary,,False,33.531,"LINESTRING (-8.6487132 41.1686048, -8.6487488 41.1686297, -8.6488013 41.1686467, -8.6489559 41.1686658, -8.649094 41.1686625)",,,,Avenida de Vasco da Gama,,,,1703
429381407,497690631,0,36928562,False,4,secondary,,True,200.589,"LINESTRING (-8.6498122 41.1663173, -8.6496229 41.1662903, -8.6493444 41.1662506, -8.6490646 41.1662109, -8.6488186 41.1661759, -8.6480701 41.1660696, -8.6480203 41.1660624, -8.6476497 41.166008, -8.6474589 41.1659774)",,,,Rua Arquitecto Cassiano Barbosa,,,,1704
429381407,1788788661,0,"[227574865, 1174417366]",False,"['2', '3']",residential,,False,102.57000000000001,"LINESTRING (-8.6498122 41.1663173, -8.6497562 41.1665177, -8.6497414 41.166568, -8.6496949 41.1667289, -8.6495872 41.1670939, -8.6495663 41.1671428, -8.6495391 41.1672162)",,,,Rua de São João de Brito,,,,1705
429432804,4470121106,0,446557317,True,2,secondary,,False,91.062,"LINESTRING (-8.6410448 41.1649218, -8.6413314 41.1649608, -8.641565 41.1649996, -8.6419712 41.1650698, -8.6421082 41.1650936)",,,,Avenida do Bessa,,,,1706
429432804,4470121106,1,450089263,True,1,residential,50,False,241.574,"LINESTRING (-8.6410448 41.1649218, -8.6410192 41.165009, -8.6408517 41.1655795, -8.6409133 41.1656235, -8.6413396 41.1656915, -8.6418438 41.165772, -8.6419023 41.1657395, -8.6420781 41.165188, -8.6421082 41.1650936)",,,,Rua François Guichard,,,,1707
429432805,3517427360,0,482122879,False,3,residential,,True,10.859,"LINESTRING (-8.6426933 41.1651952, -8.6427239 41.1651003)",,,,Rua de O Primeiro de Janeiro,,,,1708
429432805,429432807,0,446557317,True,2,secondary,,False,151.679,"LINESTRING (-8.6426933 41.1651952, -8.6428486 41.1652219, -8.6438026 41.1653857, -8.6438747 41.1653895, -8.64433 41.1654138, -8.6444751 41.1654216)",,,,Avenida do Bessa,,,,1709
429432807,497690631,0,"[36928561, 1180992441]",False,"['4', '3']",secondary,,False,257.41,"LINESTRING (-8.6444751 41.1654216, -8.6450405 41.1655091, -8.645358 41.1655663, -8.6466523 41.1657994, -8.6472742 41.1659384, -8.6474589 41.1659774)",,yes,,"['Avenida do Bessa', 'Rua Arquitecto Cassiano Barbosa']",,,,1710
429432807,1143317932,0,1172451631,True,1,secondary,,False,34.595,"LINESTRING (-8.6444751 41.1654216, -8.6443293 41.1653708, -8.6440822 41.1653313)",,,,Avenida do Bessa,,,,1711
431647320,297880026,0,37112937,False,,residential,,True,50.993,"LINESTRING (-8.6198271 41.1760267, -8.6203577 41.1762521)",,,,Rua das Begónias,,,,1712
431647320,2169223436,0,37112938,False,,residential,,True,21.701999999999998,"LINESTRING (-8.6198271 41.1760267, -8.6196897 41.1759655, -8.6196045 41.1759266)",,,,Praça das Violetas,,,,1713
431647320,2169223416,0,488055377,True,,residential,,False,41.225,"LINESTRING (-8.6198271 41.1760267, -8.6198563 41.1759892, -8.619821 41.175663)",,,,Praça das Violetas,,,,1714
431654297,3250683179,0,"[37113032, 839842698, 917423125, 30912901]",False,,"['residential', 'living_street']",,"[False, True]",371.0320000000001,"LINESTRING (-8.6196786 41.1714458, -8.6196667 41.1719557, -8.619655 41.1720017, -8.6196085 41.1720437, -8.6195852 41.1720873, -8.6198262 41.1727568, -8.6199009 41.1730306, -8.6199174 41.1731701, -8.6199014 41.1732534, -8.6198913 41.1733087, -8.6198606 41.173379, -8.6198197 41.1734811, -8.6195457 41.1738901, -8.6194946 41.1740205, -8.6194661 41.1741403, -8.6194506 41.1742234, -8.6194592 41.1743045, -8.6195691 41.1746584)",,,,"['Rua do Abade Correia da Serra', 'Rua de Silva Porto']",,,yes,1715
431654297,9560884637,0,1038034489,False,,residential,,False,87.18400000000001,"LINESTRING (-8.6196786 41.1714458, -8.6197818 41.1715086, -8.6199213 41.1716237, -8.6200796 41.1717408, -8.6201708 41.1717832, -8.6202405 41.1717933, -8.6203424 41.1717832, -8.6204497 41.1717327, -8.6204953 41.1716903)",,,,,,,,1716
431654297,343646736,0,1052655953,False,,residential,,False,30.128999999999998,"LINESTRING (-8.6196786 41.1714458, -8.6195031 41.1712736, -8.6194935 41.1712655, -8.6194552 41.1712335)",,,,Rua de Silva Porto,,,,1717
432578781,6249303828,0,37141968,False,,residential,,False,206.293,"LINESTRING (-8.5995986 41.1772548, -8.5994999 41.1771896, -8.5993548 41.1770938, -8.5992668 41.1771146, -8.5991389 41.1768078, -8.598649 41.1766595, -8.598446 41.1766032, -8.5982079 41.17654, -8.5978217 41.1764384, -8.5976103 41.1764086)",,,,Rua do Doutor Manuel Pereira da Silva,,,,1718
